2024-10-13 06:26:56,976 INFO    Thread-2533 (_run_job):24910 [wandb_setup.py:_flush():79] Current SDK version is 0.18.3
2024-10-13 06:26:56,977 INFO    Thread-2533 (_run_job):24910 [wandb_setup.py:_flush():79] Configure stats pid to 24910
2024-10-13 06:26:56,977 INFO    Thread-2533 (_run_job):24910 [wandb_setup.py:_flush():79] Loading settings from /Users/adityakr/.config/wandb/settings
2024-10-13 06:26:56,977 INFO    Thread-2533 (_run_job):24910 [wandb_setup.py:_flush():79] Loading settings from /Users/adityakr/Library/CloudStorage/OneDrive-InternationalInstituteofInformationTechnology/Mac/Aditya_Files/IIITH/Sem5/SMAI/Assignments/smai-m24-assignments-Aditya-S-Kul/assignments/3/wandb/settings
2024-10-13 06:26:56,977 INFO    Thread-2533 (_run_job):24910 [wandb_setup.py:_flush():79] Loading settings from environment variables: {'project': 'MLP-Classifier-Tuning', 'entity': 'aditya_s_k-iiit-hyderabad', 'root_dir': '/Users/adityakr/Library/CloudStorage/OneDrive-InternationalInstituteofInformationTechnology/Mac/Aditya_Files/IIITH/Sem5/SMAI/Assignments/smai-m24-assignments-Aditya-S-Kul/assignments/3', 'run_id': '75mmsrjk', 'sweep_param_path': '/Users/adityakr/Library/CloudStorage/OneDrive-InternationalInstituteofInformationTechnology/Mac/Aditya_Files/IIITH/Sem5/SMAI/Assignments/smai-m24-assignments-Aditya-S-Kul/assignments/3/wandb/sweep-7vz1j9jp/config-75mmsrjk.yaml', 'sweep_id': '7vz1j9jp'}
2024-10-13 06:26:56,977 INFO    Thread-2533 (_run_job):24910 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2024-10-13 06:26:56,977 INFO    Thread-2533 (_run_job):24910 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program_relpath': 'assignments/3/a3.py', 'program_abspath': '/Users/adityakr/Library/CloudStorage/OneDrive-InternationalInstituteofInformationTechnology/Mac/Aditya_Files/IIITH/Sem5/SMAI/Assignments/smai-m24-assignments-Aditya-S-Kul/assignments/3/a3.py', 'program': '/Users/adityakr/Library/CloudStorage/OneDrive-InternationalInstituteofInformationTechnology/Mac/Aditya_Files/IIITH/Sem5/SMAI/Assignments/smai-m24-assignments-Aditya-S-Kul/assignments/3/a3.py'}
2024-10-13 06:26:56,977 INFO    Thread-2533 (_run_job):24910 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-10-13 06:26:56,977 INFO    Thread-2533 (_run_job):24910 [wandb_init.py:_log_setup():532] Logging user logs to /Users/adityakr/Library/CloudStorage/OneDrive-InternationalInstituteofInformationTechnology/Mac/Aditya_Files/IIITH/Sem5/SMAI/Assignments/smai-m24-assignments-Aditya-S-Kul/assignments/3/wandb/run-20241013_062656-75mmsrjk/logs/debug.log
2024-10-13 06:26:56,977 INFO    Thread-2533 (_run_job):24910 [wandb_init.py:_log_setup():533] Logging internal logs to /Users/adityakr/Library/CloudStorage/OneDrive-InternationalInstituteofInformationTechnology/Mac/Aditya_Files/IIITH/Sem5/SMAI/Assignments/smai-m24-assignments-Aditya-S-Kul/assignments/3/wandb/run-20241013_062656-75mmsrjk/logs/debug-internal.log
2024-10-13 06:26:56,977 INFO    Thread-2533 (_run_job):24910 [wandb_init.py:init():617] calling init triggers
2024-10-13 06:26:56,977 INFO    Thread-2533 (_run_job):24910 [wandb_init.py:init():624] wandb.init called with sweep_config: {'activation': 'tanh', 'epochs': 100, 'hidden_layers': [5, 5], 'learning_rate': 0.1, 'optimizer': 'sgd'}
config: {}
2024-10-13 06:26:56,977 INFO    Thread-2533 (_run_job):24910 [wandb_init.py:init():667] starting backend
2024-10-13 06:26:56,977 INFO    Thread-2533 (_run_job):24910 [wandb_init.py:init():671] sending inform_init request
2024-10-13 06:26:56,984 INFO    Thread-2533 (_run_job):24910 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-10-13 06:26:56,984 INFO    Thread-2533 (_run_job):24910 [wandb_init.py:init():684] backend started and connected
2024-10-13 06:26:56,990 INFO    Thread-2533 (_run_job):24910 [wandb_run.py:_config_callback():1394] config_cb None None {'activation': 'tanh', 'epochs': 100, 'hidden_layers': [5, 5], 'learning_rate': 0.1, 'optimizer': 'sgd'}
2024-10-13 06:26:56,990 INFO    Thread-2533 (_run_job):24910 [wandb_init.py:init():779] updated telemetry
2024-10-13 06:26:56,998 INFO    Thread-2533 (_run_job):24910 [wandb_init.py:init():812] communicating run to backend with 90.0 second timeout
2024-10-13 06:26:57,326 INFO    Thread-2533 (_run_job):24910 [wandb_init.py:init():863] starting run threads in backend
2024-10-13 06:26:57,364 INFO    Thread-2533 (_run_job):24910 [wandb_run.py:_console_start():2465] atexit reg
2024-10-13 06:26:57,364 INFO    Thread-2533 (_run_job):24910 [wandb_run.py:_redirect():2313] redirect: wrap_raw
2024-10-13 06:26:57,364 INFO    Thread-2533 (_run_job):24910 [wandb_run.py:_redirect():2378] Wrapping output streams.
2024-10-13 06:26:57,364 INFO    Thread-2533 (_run_job):24910 [wandb_run.py:_redirect():2403] Redirects installed.
