layer_sizes:  [11, 30, 30, 1, 6]
Epoch 10/100, Loss: 0.4472
Epoch 20/100, Loss: 0.4436
Epoch 30/100, Loss: 0.4400
Epoch 40/100, Loss: 0.4366
Epoch 50/100, Loss: 0.4333
Epoch 60/100, Loss: 0.4301
Epoch 70/100, Loss: 0.4271
Epoch 80/100, Loss: 0.4241
Epoch 90/100, Loss: 0.4212
Epoch 100/100, Loss: 0.4184
