layer_sizes:  [11, 20, 19, 6]
Epoch 10/100, Loss: 0.3737
Epoch 20/100, Loss: 0.3390
Epoch 30/100, Loss: 0.3186
Epoch 40/100, Loss: 0.2983
Epoch 50/100, Loss: 0.2856
Epoch 60/100, Loss: 0.2799
Epoch 70/100, Loss: 0.2763
Epoch 80/100, Loss: 0.2735
Epoch 90/100, Loss: 0.2711
Epoch 100/100, Loss: 0.2690
