2024-10-13 08:06:27,013 INFO    Thread-4291 (_run_job):24910 [wandb_setup.py:_flush():79] Current SDK version is 0.18.3
2024-10-13 08:06:27,014 INFO    Thread-4291 (_run_job):24910 [wandb_setup.py:_flush():79] Configure stats pid to 24910
2024-10-13 08:06:27,014 INFO    Thread-4291 (_run_job):24910 [wandb_setup.py:_flush():79] Loading settings from /Users/adityakr/.config/wandb/settings
2024-10-13 08:06:27,014 INFO    Thread-4291 (_run_job):24910 [wandb_setup.py:_flush():79] Loading settings from /Users/adityakr/Library/CloudStorage/OneDrive-InternationalInstituteofInformationTechnology/Mac/Aditya_Files/IIITH/Sem5/SMAI/Assignments/smai-m24-assignments-Aditya-S-Kul/assignments/3/wandb/settings
2024-10-13 08:06:27,014 INFO    Thread-4291 (_run_job):24910 [wandb_setup.py:_flush():79] Loading settings from environment variables: {'project': 'MLP-Classifier-Tuning', 'entity': 'aditya_s_k-iiit-hyderabad', 'root_dir': '/Users/adityakr/Library/CloudStorage/OneDrive-InternationalInstituteofInformationTechnology/Mac/Aditya_Files/IIITH/Sem5/SMAI/Assignments/smai-m24-assignments-Aditya-S-Kul/assignments/3', 'run_id': 'yo8b9or6', 'sweep_param_path': '/Users/adityakr/Library/CloudStorage/OneDrive-InternationalInstituteofInformationTechnology/Mac/Aditya_Files/IIITH/Sem5/SMAI/Assignments/smai-m24-assignments-Aditya-S-Kul/assignments/3/wandb/sweep-7vz1j9jp/config-yo8b9or6.yaml', 'sweep_id': '7vz1j9jp'}
2024-10-13 08:06:27,014 INFO    Thread-4291 (_run_job):24910 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2024-10-13 08:06:27,014 INFO    Thread-4291 (_run_job):24910 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program_relpath': 'assignments/3/a3.py', 'program_abspath': '/Users/adityakr/Library/CloudStorage/OneDrive-InternationalInstituteofInformationTechnology/Mac/Aditya_Files/IIITH/Sem5/SMAI/Assignments/smai-m24-assignments-Aditya-S-Kul/assignments/3/a3.py', 'program': '/Users/adityakr/Library/CloudStorage/OneDrive-InternationalInstituteofInformationTechnology/Mac/Aditya_Files/IIITH/Sem5/SMAI/Assignments/smai-m24-assignments-Aditya-S-Kul/assignments/3/a3.py'}
2024-10-13 08:06:27,014 INFO    Thread-4291 (_run_job):24910 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-10-13 08:06:27,014 INFO    Thread-4291 (_run_job):24910 [wandb_init.py:_log_setup():532] Logging user logs to /Users/adityakr/Library/CloudStorage/OneDrive-InternationalInstituteofInformationTechnology/Mac/Aditya_Files/IIITH/Sem5/SMAI/Assignments/smai-m24-assignments-Aditya-S-Kul/assignments/3/wandb/run-20241013_080627-yo8b9or6/logs/debug.log
2024-10-13 08:06:27,014 INFO    Thread-4291 (_run_job):24910 [wandb_init.py:_log_setup():533] Logging internal logs to /Users/adityakr/Library/CloudStorage/OneDrive-InternationalInstituteofInformationTechnology/Mac/Aditya_Files/IIITH/Sem5/SMAI/Assignments/smai-m24-assignments-Aditya-S-Kul/assignments/3/wandb/run-20241013_080627-yo8b9or6/logs/debug-internal.log
2024-10-13 08:06:27,014 INFO    Thread-4291 (_run_job):24910 [wandb_init.py:init():617] calling init triggers
2024-10-13 08:06:27,014 INFO    Thread-4291 (_run_job):24910 [wandb_init.py:init():624] wandb.init called with sweep_config: {'activation': 'linear', 'epochs': 200, 'hidden_layers': [25, 20, 15, 10], 'learning_rate': 0.01, 'optimizer': 'mini_batch'}
config: {}
2024-10-13 08:06:27,015 INFO    Thread-4291 (_run_job):24910 [wandb_init.py:init():667] starting backend
2024-10-13 08:06:27,015 INFO    Thread-4291 (_run_job):24910 [wandb_init.py:init():671] sending inform_init request
2024-10-13 08:06:27,021 INFO    Thread-4291 (_run_job):24910 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-10-13 08:06:27,021 INFO    Thread-4291 (_run_job):24910 [wandb_init.py:init():684] backend started and connected
2024-10-13 08:06:27,032 INFO    Thread-4291 (_run_job):24910 [wandb_run.py:_config_callback():1394] config_cb None None {'activation': 'linear', 'epochs': 200, 'hidden_layers': [25, 20, 15, 10], 'learning_rate': 0.01, 'optimizer': 'mini_batch'}
2024-10-13 08:06:27,033 INFO    Thread-4291 (_run_job):24910 [wandb_init.py:init():779] updated telemetry
2024-10-13 08:06:27,052 INFO    Thread-4291 (_run_job):24910 [wandb_init.py:init():812] communicating run to backend with 90.0 second timeout
2024-10-13 08:06:27,597 INFO    Thread-4291 (_run_job):24910 [wandb_init.py:init():863] starting run threads in backend
2024-10-13 08:06:27,745 INFO    Thread-4291 (_run_job):24910 [wandb_run.py:_console_start():2465] atexit reg
