layer_sizes:  [11, 30, 30, 1, 6]
Epoch 10/100, Loss: 0.3827
Epoch 20/100, Loss: 0.3560
Epoch 30/100, Loss: 0.3452
Epoch 40/100, Loss: 0.3401
Epoch 50/100, Loss: 0.3372
Epoch 60/100, Loss: 0.3355
Epoch 70/100, Loss: 0.3343
Epoch 80/100, Loss: 0.3335
Epoch 90/100, Loss: 0.3328
Epoch 100/100, Loss: 0.3324
